runId,frame,focuser,width,height,pixelScale,detected,psfAccepted,psfFitFailed,saturated,hotpixelCount,hfrMedian,hfrMad,fwhmPxMedian,fwhmPxMad,fwhmPxP05,fwhmPxP95,fwhmPxMax,fwhmArcsecMedian,eccMedian,r2Median,scatterSD,detectMsNoPsf,detectMsWithPsf,psfMs
CWhiteFocus/AutoFocus_20220429_000244/attempt01,05_Frame00_BitDepth16_Bayered0_Focuser20500.fits,20500,9576,6388,1.3257,3642,3258,310,79,113090,1.304822,0.101114,2.188571,0.135774,2.029057,2.543459,3.837686,2.901468,0.462035,0.984444,0.109636,3442.3,21825.0,18382.6
mccomiskey/attempt01,05_Frame00_BitDepth16_Bayered0_Focuser18658.xisf,18658,11664,8750,0.2885,5455,2899,2548,8,92824,3.337676,0.479915,6.764068,0.424300,6.105653,7.841742,9.650571,1.951604,0.398002,0.956727,0.335773,5699.8,26888.6,21188.8
muggsie/AutoFocus_20220526_025003/attempt01,05_Frame00_BitDepth16_Bayered0_Focuser46245.fits,46245,4144,2822,1.0336,734,648,70,16,1569739,1.531200,0.201125,2.770619,0.156733,2.482682,3.053410,3.612934,2.863591,0.434451,0.967361,0.163125,725.0,4700.7,3975.7
standard_example1/attempt01,04_Frame00_BitDepth16_Bayered0_Focuser2149.xisf,2149,9576,6388,1.1048,1085,950,134,2,14667,1.381879,0.156333,2.352026,0.166531,2.180062,2.804675,4.626477,2.598472,0.443418,0.977799,0.136331,3330.4,7368.4,4038.0
timmer/5 AutoFocus_20260614_021244/attempt01,05_Frame00_BitDepth16_Bayered1_Focuser662.fits,662,6248,4176,5.9658,5581,4594,987,0,183122,1.915666,0.328329,4.076730,0.433750,3.350708,4.841856,6.101500,24.321007,0.395190,0.965811,0.448326,7562.2,28706.4,21144.2
toml999/attempt01,05_Frame00_BitDepth16_Bayered0_Focuser4153.fits,4153,4656,3520,0.7394,2287,1731,536,22,778479,1.978366,0.267068,3.592644,0.224355,3.259683,3.958071,4.833097,2.656544,0.561703,0.958197,0.189170,1036.5,9629.0,8592.4
